name,slug,full_name,type,publisher,description,source,popularity,star_count,pull_count,filter_type,certification_status,categories,operating_systems,architectures,logo_url,created_at,updated_at
.NET Framework SDK,microsoft-dotnet-framework-sdk,Microsoft/microsoft-dotnet-framework-sdk,image,Microsoft,Official images for the .NET Framework SDK,publisher,6734527,0,0,nan,not_certified,['Programming Languages'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2019-03-19 19:27:34.366353+00:00,2022-04-13 02:28:55.674570+00:00
.NET Framework Runtime,microsoft-dotnet-framework-runtime,Microsoft/microsoft-dotnet-framework-runtime,image,Microsoft,Official images for the .NET Framework runtime,publisher,6731512,0,0,nan,not_certified,['Application Frameworks'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2019-03-19 19:27:23.467777+00:00,2022-04-13 02:28:55.519906+00:00
Zulu for Azure build of OpenJDK,microsoft-zulu-for-azure-build-of-openjdk,Microsoft/microsoft-zulu-for-azure-build-of-openjdk,image,Microsoft,Product family for Zulu for Azure builds of OpenJDK,publisher,5979454,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2021-05-22 00:42:09.142925+00:00,2022-04-13 02:28:57.397951+00:00
Azure Cognitive Services,microsoft-azure-cognitive-services,Microsoft/microsoft-azure-cognitive-services,image,Microsoft,Container support for Azure Cognitive Services.,publisher,5950821,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2019-01-06 21:16:28.945919+00:00,2022-04-13 02:28:54.843195+00:00
Azure IoT Edge Hub,microsoft-azureiotedge-hub,Microsoft/microsoft-azureiotedge-hub,image,Microsoft,Azure IoT Edge hub is a core component of the IoT Edge runtime.,publisher,5140416,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2018-12-05 00:03:13.230554+00:00,2022-04-13 02:28:56.849614+00:00
.NET Core Samples,microsoft-dotnet-core-samples,Microsoft/microsoft-dotnet-core-samples,image,Microsoft,Sample images illustrating how to containerize .NET Core and ASP.NET Core applications,publisher,5133252,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2019-02-26 21:30:58.479861+00:00,2020-11-09 15:44:07.909715+00:00
Mssql Tools,microsoft-mssql-tools,Microsoft/microsoft-mssql-tools,image,Microsoft,Official image for Microsoft SQL Server Command Line Tools (sqlcmd/bcp) on Linux in Containers.,publisher,5074686,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2019-01-04 18:24:07.856264+00:00,2022-04-13 02:28:58.686466+00:00
Azure Industrial IoT Registry sync service,microsoft-iot-opc-registry-sync-service,Microsoft/microsoft-iot-opc-registry-sync-service,image,Microsoft,This image contains the Azure Industrial IoT Registry sync service.,publisher,4318922,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-05-13 18:46:52.993140+00:00,2022-04-13 02:28:56.737108+00:00
Windows,microsoft-windows,Microsoft/microsoft-windows,image,Microsoft,The official Windows base image for containers,publisher,4281295,0,0,nan,certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowpublic.blob.core.windows.net/assets/Microsoft_logo.svg,2018-11-22 00:41:56.185723+00:00,2022-04-13 02:28:58.834173+00:00
Java SE,microsoft-java-se,Microsoft/microsoft-java-se,image,Microsoft,Product family for Azul Zulu for Azure - Enterprise Edition,publisher,4267118,0,0,nan,certified,['Base Images'],['Linux'],['x86-64'],https://javaonazureicon.blob.core.windows.net/icon/JOA_White.svg,2020-05-01 02:22:49.795818+00:00,2021-05-22 00:14:44.039891+00:00
.NET Core Runtime Dependencies,microsoft-dotnet-core-runtime-deps,Microsoft/microsoft-dotnet-core-runtime-deps,image,Microsoft,Official images for the .NET Core 3.1 runtime dependencies,publisher,4238992,0,0,nan,not_certified,['Application Frameworks'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2020-04-24 04:26:06.090886+00:00,2022-04-13 02:28:55.268997+00:00
Azure Industrial IoT Hub Edge Tunnel,microsoft-iot-industrial-iot-tunnel-processor,Microsoft/microsoft-iot-industrial-iot-tunnel-processor,image,Microsoft,This image contains the Azure Industrial IoT Edge Tunnel.,publisher,4165212,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-05-13 18:46:49.083974+00:00,2022-04-13 02:28:56.712513+00:00
Azure Industrial IoT UX Event service,microsoft-iot-industrial-iot-events-service,Microsoft/microsoft-iot-industrial-iot-events-service,image,Microsoft,This image contains the Azure Industrial IoT UX Event service.,publisher,4087078,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-05-13 18:46:47.842930+00:00,2022-04-13 02:28:56.790234+00:00
Azure Industrial IoT OPC Publisher edge service,microsoft-iot-opc-publisher-edge-service,Microsoft/microsoft-iot-opc-publisher-edge-service,image,Microsoft,This image contains the Azure Industrial IoT OPC Publisher edge service.,publisher,4023986,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-05-13 18:46:52.451694+00:00,2022-04-13 02:28:56.762678+00:00
Dynamics 365 Business Central Generic image,microsoft-businesscentral,Microsoft/microsoft-businesscentral,image,Microsoft,Dynamics 365 Business Central Generic image,publisher,3782894,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://bcdocker.blob.core.windows.net/public/BC_Neg_128x.png,2020-11-17 22:14:09.077862+00:00,2022-04-13 02:28:53.961941+00:00
Azure Blob Storage,microsoft-azure-blob-storage,Microsoft/microsoft-azure-blob-storage,image,Microsoft,Azure Blob Storage,publisher,3704386,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2018-12-06 17:46:17.070795+00:00,2022-04-13 02:28:53.925794+00:00
Azure Industrial OPC Jobs dispatcher agent,microsoft-iot-opc-jobs-service,Microsoft/microsoft-iot-opc-jobs-service,image,Microsoft,This image contains the Azure Industrial IoT OPC Jobs dispatcher agent.,publisher,3655345,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:58.744598+00:00,2021-07-14 16:07:16.042288+00:00
Azure Industrial Jobs microservice,microsoft-iot-industrial-iot-jobs-service,Microsoft/microsoft-iot-industrial-iot-jobs-service,image,Microsoft,This image contains the Azure Industrial IoT Jobs microservice.,publisher,3455264,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:48.549442+00:00,2021-07-14 16:07:15.911273+00:00
Azure Industrial Jobs Orchestrator microservice,microsoft-iot-industrial-iot-jobs-orchestrator-service,Microsoft/microsoft-iot-industrial-iot-jobs-orchestrator-service,image,Microsoft,This image contains the Azure Industrial IoT Jobs Orchestrator microservice.,publisher,3435001,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:50.241303+00:00,2021-07-14 16:07:15.946032+00:00
Azure Industrial IoT Hub Fileupload event forwarder,microsoft-iot-industrial-iot-fileupload-forwarder,Microsoft/microsoft-iot-industrial-iot-fileupload-forwarder,image,Microsoft,This image contains the Azure Industrial IoT Fileupload event forwarder.,publisher,3288184,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:05:02.459461+00:00,2021-07-14 16:07:16.171118+00:00
Azure Industrial OPC Graph processor microservice,microsoft-iot-opc-processor-service,Microsoft/microsoft-iot-opc-processor-service,image,Microsoft,This image contains the Azure Industrial IoT OPC Graph processor microservice.,publisher,3233957,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2019-03-29 11:09:02.588234+00:00,2021-07-14 16:07:15.975805+00:00
Azure Industrial Configuration microservice,microsoft-iot-industrial-iot-configuration-service,Microsoft/microsoft-iot-industrial-iot-configuration-service,image,Microsoft,This image contains the Azure Industrial IoT Configuration microservice.,publisher,3207382,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:46.775930+00:00,2021-07-14 16:07:15.807418+00:00
Azure Industrial edge management microservice,microsoft-iot-industrial-iot-edge-manager-service,Microsoft/microsoft-iot-industrial-iot-edge-manager-service,image,Microsoft,This image contains the Azure Industrial IoT edge management microservice.,publisher,3189534,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:47.746439+00:00,2021-07-14 16:07:15.878613+00:00
Azure Industrial OPC Registry event forwarder agent,microsoft-iot-opc-registry-events-forwarder,Microsoft/microsoft-iot-opc-registry-events-forwarder,image,Microsoft,This image contains the Azure Industrial IoT OPC Registry event forwarder agent.,publisher,3138070,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:58.069513+00:00,2021-07-14 16:07:16.011198+00:00
Azure Functions Powershell,microsoft-azure-functions-powershell,Microsoft/microsoft-azure-functions-powershell,image,Microsoft,Azure Functions image for PowerShell,publisher,3130761,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2020-06-04 20:37:17.503641+00:00,2022-04-13 02:28:52.902311+00:00
Azure Industrial IoT Hub Identity Token agent,microsoft-iot-industrial-iot-identity-service,Microsoft/microsoft-iot-industrial-iot-identity-service,image,Microsoft,This image contains the Azure Industrial IoT Hub Identity Token agent.,publisher,3094494,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:05:01.823631+00:00,2021-07-14 16:07:16.106786+00:00
Azure Industrial OPC Security Alert agent,microsoft-iot-opc-alerting-service,Microsoft/microsoft-iot-opc-alerting-service,image,Microsoft,This image contains the Azure Industrial IoT OPC Security Alert agent.,publisher,3013266,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:04:59.706415+00:00,2021-07-14 16:07:16.072595+00:00
Azure Industrial IoT Hub Telemetry SignalR publisher,microsoft-iot-industrial-iot-telemetry-ux-processor,Microsoft/microsoft-iot-industrial-iot-telemetry-ux-processor,image,Microsoft,This image contains the Azure Industrial IoT Telemetry SignalR publisher.,publisher,2862280,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-15 17:05:07.092219+00:00,2021-07-14 16:07:16.135430+00:00
Microsoft Cognitive Toolkit (CNTK),microsoft-cntk,Microsoft/microsoft-cntk,image,Microsoft,"A free, easy-to-use, open-source, commercial-grade deep learning toolkit by Microsoft.",publisher,2518169,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2019-03-21 16:32:57.141453+00:00,2022-04-13 02:28:54.072549+00:00
Microsoft Cognitive Toolkit (Nightly CNTK build),microsoft-cntk-nightly,Microsoft/microsoft-cntk-nightly,image,Microsoft,"A free, easy-to-use, open-source, commercial-grade deep learning toolkit by Microsoft.",publisher,2163397,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2019-03-21 16:33:07.921574+00:00,2022-04-13 02:28:54.048389+00:00
Zulu for Azure JDK,microsoft-java-jdk,Microsoft/microsoft-java-jdk,image,Microsoft,Zulu for Azure build of OpenJDK,publisher,2058432,0,0,nan,certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-28 18:16:00.084247+00:00,2022-04-13 02:28:57.176934+00:00
Azure SQL Edge,microsoft-azure-sql-edge,Microsoft/microsoft-azure-sql-edge,image,Microsoft,Official container images for Microsoft Azure SQL Edge for docker engine,publisher,2048218,0,0,nan,not_certified,"['Analytics', 'Databases', 'Security', 'Storage']",['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2020-09-16 21:53:29.553487+00:00,2022-04-13 02:28:53.731371+00:00
Zulu for Azure JRE,microsoft-java-jre,Microsoft/microsoft-java-jre,image,Microsoft,Zulu for Azure build of OpenJDK,publisher,1997660,0,0,nan,certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-25 20:19:43.777060+00:00,2022-04-13 02:28:57.281197+00:00
Zulu for Azure Headless JRE,microsoft-java-jre-headless,Microsoft/microsoft-java-jre-headless,image,Microsoft,Zulu for Azure build of OpenJDK,publisher,1583385,0,0,nan,certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-04-25 20:30:29.061555+00:00,2022-04-13 02:28:57.364785+00:00
.NET Runtime Dependencies,microsoft-dotnet-runtime-deps,Microsoft/microsoft-dotnet-runtime-deps,image,Microsoft,Official images for the .NET runtime dependencies,publisher,1575921,0,0,nan,not_certified,['Application Frameworks'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2020-05-11 15:54:53.331230+00:00,2022-04-13 02:28:55.419162+00:00
Playwright,microsoft-playwright,Microsoft/microsoft-playwright,image,Microsoft,Docker image to run Playwright with Node.js,publisher,1559434,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://upload.wikimedia.org/wikipedia/commons/4/44/Microsoft_logo.svg,2020-06-26 17:04:40.829049+00:00,2022-04-13 02:28:58.219085+00:00
blobxfer,microsoft-blobxfer,Microsoft/microsoft-blobxfer,image,Microsoft,Azure Storage transfer tool and data movement library,publisher,1531584,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2019-05-18 02:39:41.396546+00:00,2022-04-13 02:28:51.880447+00:00
Azure Cognitive Services Text To Speech,microsoft-azure-cognitive-services-speechservices-text-to-speech,Microsoft/microsoft-azure-cognitive-services-speechservices-text-to-speech,image,Microsoft,Azure Cognitive Services Text To Speech Images,publisher,1406203,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2020-09-22 07:16:01.506844+00:00,2022-04-13 02:28:54.652119+00:00
Azure Cognitive Services Computer Vision Read OCR,microsoft-azure-cognitive-services-vision-read,Microsoft/microsoft-azure-cognitive-services-vision-read,image,Microsoft,Azure Cognitive Services Computer Vision Read OCR Images,publisher,1386991,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2020-09-22 06:17:10.554381+00:00,2022-04-13 02:28:54.306816+00:00
Windows Communication Foundation (WCF),microsoft-dotnet-framework-wcf,Microsoft/microsoft-dotnet-framework-wcf,image,Microsoft,Official images for WCF,publisher,1381155,0,0,nan,not_certified,['Application Frameworks'],['Linux'],['x86-64'],https://raw.githubusercontent.com/dotnet/brand/master/logo/dotnet-logo.png,2018-12-06 17:43:29.744979+00:00,2022-04-13 02:28:55.624581+00:00
Azure IoT Edge Simulated Temperature Sensor,microsoft-azureiotedge-simulated-temperature-sensor,Microsoft/microsoft-azureiotedge-simulated-temperature-sensor,image,Microsoft,A sample Azure IoT Edge module that periodically sends simulated temperature readings.,publisher,1352153,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2018-12-05 00:03:12.904151+00:00,2022-04-13 02:28:56.874467+00:00
ACI Hello Files,microsoft-azuredocs-aci-hellofiles,Microsoft/microsoft-azuredocs-aci-hellofiles,image,Microsoft,Sample for volume mounting for Azure Container Instances on docs.microsoft.com.,publisher,1292161,0,0,nan,not_certified,['Base Images'],['Linux'],['x86-64'],https://mcrflowprodcentralus.blob.core.windows.net/defaultlogo/Microsoft_logo.svg?sp=r&st=2019-01-19T00:10:26Z&se=2033-11-04T07:10:26Z&spr=https&sv=2018-03-28&sig=dRn%2BJsqcKwsVdAMcdkzPAbydqSC%2BzBS9BwJUI9AflR4%3D&sr=b,2019-03-15 21:50:05.726335+00:00,2022-04-13 02:28:52.536727+00:00
